name,message,since,link,country
りゅーち,"かなたんを初めて知った時は兵役に服務中、あの頃特者生存ワンダラダーのMVを見てかなたんの歌声が好きになって、服務が終わった後本格的に配信リアタイを始めました。見れば見るほど空のように広いかなたんの魅力の世界にたっぷりはまりました。
つらい時疲れた時いつもかなたんは大きな力になる天使だと思っています。不断な努力で夢のソロライブを開催させたかなたんを見つつ感動に染まって泣きました…
かなたんの物語が終わってもみんなに見せてた精神は消えず多くのへい民さんたちの力がなれると信じています！これからもずっとかなたん大好きだぞ！！",2022,,"Korea, South"
Ochalaco,"Thank you for all the laughter, joy and happiness you gave us this whole time. Wishing you great health, happiness and success for your next adventure! 

Thank you for being one of the reason i got to live my life to the fullest. ありがとうございますかなたちゃん！ ",2023,https://x.com/i/status/2003496041476423791,Indonesia
blueberu,Thank you for sharing your music and voice!,2020,https://x.com/blueberurhythm/status/2003498799801729410?s=46,Philippines
kaito,"Dear Kanata,
I love your singing and passion for idols. Kanata's song and dance are always beautiful.  Your 3D debut, 12 hour Getting Over It stream, and search for a blue axolotl in Minecraft are all treasured memories.  
All the best for the future! Love you! ",2020,,Australia
Hoshi,"Thank you kanatan. Back when I first found Hololive, I was amazed by your work ethic and passion. You have done so much for everyone in Hololive and for us fans, and you have left a lasting impact on all of us that we won't forget. You are the reason I tell myself to keep trying, and my role model.",2020,,United States
ゆみ,"I love you. Your song, your vocal, and your smile. I love it all 
かなたさんが大好きだよ。君の歌と声と笑顔は全部大好きだよ。絶対君を忘れない。",,,United States
jaygray91,Thank you for your hardwork being a shining angel idol.,2021,,Malaysia
ijlal,"かなたん、いつも応援してる。
高くて力強いピッチの歌声、本当に大好きだよ。
卒業しても、これからの道が明るくて素敵なものになるといいな。
ずっと愛してるし、支え続けるよ。
ありがとう、かなたん。",2020,https://x.com/M_Ijlal_A/status/1996497031842705764,Indonesia
whindn,かなたんのおかげで私の5年間は幸せでした。本当にありがとうございました。どうかかなたんの新たな始まりに幸せがありますように！,2021,https://x.com/whindn/status/1955658377813770282?s=20,"Korea, South"
Jay,「これまで一緒に過ごしてきたすべての時間に、心から感謝しています。本当にありがとうございました。あなたはいつも私たちに笑顔と幸せを届けてくれる、かけがえのない素晴らしいアイドルでした。あなたのおかげで、私たちの日々は何度も救われ、何倍も輝いていました。」,2023,,Germany
ミクりん,かなたん、今まで色んな笑顔を届けてくれれありがとう。めっさ寂しいけどこれからもっと幸せになるのを願ってます。あなたの事一生忘れません。,2022,,United States
Alphard,"ヘイ民になったおかげで日本語も上達できて、つらい軍生活も乗り越えられました。
これからは研究者としてメニエール病の治療に貢献し、かなたんに恩返しがしたいです。
そして何より、かなたんの幸せを心から願っています！",2021,https://x.com/Achernar21/status/1999691476683653587,"Korea, South"
Onceforsaken,Thank you the time. Soran bushi will always be my favourite,2020,,Singapore
つばき,かなたん、ここまでよく頑張ってきたね。本当にお疲れ様。自分が辛かった時、歌や配信を見て、いつも救われてきたよ。本当にありがとう！かなたんからもらったものは抱えきれないくらいだけど、これからも少しずつ返していけたらいいな。かなたんがへい民を想ってくれるように、ぼくもずっとかなたんのことを想っています。,2021,https://x.com/Tsuki_va/status/1955612103131500974?s=20,Japan / 日本
呉さん,"Thank you for these six years. I found you back in college and watched you grow from shy and innocent into someone who shines before others. I couldn’t attend your sololive, but I believe your graduation is the right choice. I hope your future is filled with happiness.",2020,,Taiwan
Dent,かなたん、この五年間ありがとうございました。アメリカ人ですからあまりライブで見えなかったけどいつも切り抜きを見て笑って、泣いて、応援しました。ソロライブもライブで見に行って感動しました。卒業するのは残念ですが、卒業後にもかなたんは僕の永遠の再押しです。本当にありがとうございました！,2020,,United States
Rick,Thank you for everything you've done Kanata. You've touched the hearts of so many including me. I will never forget you and I'll keep listening to your music! I wish you good luck and health going forwards. You will always be my favorite idol.,2022,,Hungary
Thor,"Thank you for everything Kanata! I will never forget your pure passion for idols and persistence. Even after you're gone I will always look up to you for strength to complete my goals in the future. I love you so much and will miss you, but I will always be cheering you on for every path you take!",2020,,United States
